symbol,entry_date,exit_date,entry_price,exit_price,shares,position_size,pnl,return_pct
BAJAJFINSV,2024-09-05,2024-10-17,1867.0903115461979,1814.1161556793215,200,373418.0623092396,-10594.831173375249,-2.837257284196747
ABCAPITAL,2024-10-03,2024-10-17,244.0,216.5500030517578,1581,385764.0,-43398.4451751709,-11.249998749279586
ETERNAL,2024-03-27,2024-10-18,183.60000610351562,258.0,1561,286599.6095275879,116138.39047241211,40.522871145514486
BRITANNIA,2024-05-09,2024-10-18,5094.116702477872,5811.04639862858,60,305647.00214867236,43015.781769042485,14.073680247686124
ELECON,2024-04-22,2024-10-21,612.3024957818827,599.7769089511468,494,302477.4329162501,-6187.639894383552,-2.0456534012230874
INFY,2024-07-19,2024-10-21,1733.3255702708213,1746.6732140121014,203,351865.09076497675,2709.57167947985,0.7700598185483737
NAUKRI,2024-04-01,2024-10-22,1109.2091049791043,1511.8407316580226,260,288394.3672945671,104684.22293651878,36.29898320087296
ABFRL,2024-05-30,2024-10-22,299.29998779296875,310.79998779296875,1087,325339.08673095703,12500.5,3.8422988536687677
BIKAJI,2024-06-06,2024-10-22,648.2739646585827,843.9369405362598,491,318302.51664736413,96070.52115593944,30.18214312844171
HSCL,2024-07-11,2024-10-22,436.35509215076337,560.9781335775618,815,355629.40010287217,101567.77876284072,28.560006212495487
SUMICHEM,2024-07-23,2024-10-22,516.848348727251,498.9846929282701,670,346288.3936472582,-11968.649385317287,-3.456266396704298
GRAVITA,2024-07-24,2024-10-22,1710.2821122707178,2202.3370317562144,202,345476.986678685,99395.09373607032,28.77039500999061
AJANTPHARM,2024-08-02,2024-10-22,2695.024619491062,2922.827661716268,132,355743.24977282016,30070.001573727175,8.452725833288492
JUBLINGREA,2024-08-08,2024-10-22,659.0000412872593,702.6430090699166,536,353224.02212997095,23392.630731504352,6.622604711436328
AIIL,2024-08-13,2024-10-22,292.7410698103584,331.6966005735943,1218,356558.62302901654,47447.83646962134,13.307162807211107
ACUTAAS,2024-09-16,2024-10-22,764.2218977722673,734.2524162751346,502,383639.3926816782,-15044.679711560602,-3.9215680137529065
BLUEDART,2024-09-18,2024-10-22,8961.317199785432,7942.132924722784,42,376375.3223909881,-42805.73955263116,-11.373152543769457
NEWGEN,2024-09-20,2024-10-22,1282.6661211701783,1181.213142976189,297,380951.83798754297,-30131.534523614857,-7.909539085778122
AADHARHFC,2024-09-25,2024-10-22,508.20001220703125,417.6499938964844,763,387756.60931396484,-69089.66397094727,-17.817791447367867
JSWSTEEL,2024-10-04,2024-10-22,1039.2015986339934,961.062023187328,364,378269.3819027736,-28442.80546258617,-7.519193152645068
SUNPHARMA,2024-07-24,2024-10-23,1576.935010304877,1801.3676113509478,219,345348.7672567681,49150.73962908948,14.232203583499615
